m,m_max,m_max_0,ef_construction,ml,select_neighbor_mode,total_time_for_building_graph,total_time_for_query,total_distance_count_for_building_graph,total_distance_count_for_query,recall
5, 10, 45, 95, 1, heuristic, 3501, 21, 16285431, 118660, 0.8709
5, 15, 5, 5, 1, heuristic, 693, 6, 3429498, 30486, 0.1302
5, 15, 5, 10, 1, heuristic, 815, 7, 3844140, 36672, 0.1539
5, 15, 5, 15, 1, heuristic, 897, 7, 4307341, 36920, 0.1747
5, 15, 5, 20, 1, heuristic, 971, 7, 4657899, 38902, 0.2019
5, 15, 5, 25, 1, heuristic, 1041, 7, 4897665, 36862, 0.1853
5, 15, 5, 30, 1, heuristic, 1168, 8, 5363897, 39486, 0.2244
5, 15, 5, 35, 1, heuristic, 1177, 7, 5646878, 38798, 0.1974
5, 15, 5, 40, 1, heuristic, 1256, 8, 5917937, 39352, 0.2123
5, 15, 5, 45, 1, heuristic, 1356, 8, 6430848, 42776, 0.2198
5, 15, 5, 50, 1, heuristic, 1388, 8, 6499936, 42230, 0.2322
5, 15, 5, 55, 1, heuristic, 1471, 9, 6538048, 39170, 0.21
5, 15, 5, 60, 1, heuristic, 1625, 9, 7124602, 42246, 0.2574
5, 15, 5, 65, 1, heuristic, 1622, 8, 7030776, 40510, 0.2226
5, 15, 5, 70, 1, heuristic, 1737, 9, 7369719, 41386, 0.2197
5, 15, 5, 75, 1, heuristic, 1689, 8, 7519942, 41220, 0.2177
5, 15, 5, 80, 1, heuristic, 1653, 7, 7381924, 39100, 0.2363
5, 15, 5, 85, 1, heuristic, 1821, 9, 7897049, 42662, 0.2536
5, 15, 5, 90, 1, heuristic, 1810, 8, 7706661, 40734, 0.2461
5, 15, 5, 95, 1, heuristic, 2003, 9, 8303335, 41250, 0.2354
5, 15, 10, 5, 1, heuristic, 940, 15, 4365621, 68304, 0.5138
5, 15, 10, 10, 1, heuristic, 1086, 15, 5180853, 71488, 0.6191
5, 15, 10, 15, 1, heuristic, 1222, 15, 5837724, 74912, 0.6773
5, 15, 10, 20, 1, heuristic, 1360, 17, 6552833, 77574, 0.7081
5, 15, 10, 25, 1, heuristic, 1483, 16, 7187976, 77614, 0.7318
5, 15, 10, 30, 1, heuristic, 1664, 17, 7710330, 77034, 0.7349
5, 15, 10, 35, 1, heuristic, 1738, 15, 8215317, 78000, 0.7556
5, 15, 10, 40, 1, heuristic, 1813, 15, 8780974, 80354, 0.7568
5, 15, 10, 45, 1, heuristic, 1852, 15, 9310816, 79842, 0.7597
5, 15, 10, 50, 1, heuristic, 1982, 15, 9744573, 79634, 0.7472
5, 15, 10, 55, 1, heuristic, 2080, 15, 10237883, 78964, 0.7836
5, 15, 10, 60, 1, heuristic, 2125, 15, 10434718, 79024, 0.7819
5, 15, 10, 65, 1, heuristic, 2296, 15, 11241604, 81124, 0.7822
5, 15, 10, 70, 1, heuristic, 2361, 16, 11435378, 80638, 0.7715
5, 15, 10, 75, 1, heuristic, 2697, 18, 12062179, 81128, 0.769
5, 15, 10, 80, 1, heuristic, 2810, 15, 12286564, 79434, 0.7938
5, 15, 10, 85, 1, heuristic, 2966, 15, 13075243, 80464, 0.7915
5, 15, 10, 90, 1, heuristic, 3034, 17, 13284521, 80528, 0.7971
5, 15, 10, 95, 1, heuristic, 3096, 19, 13636404, 81998, 0.8008
5, 15, 15, 5, 1, heuristic, 1019, 17, 4753217, 88040, 0.7019
5, 15, 15, 10, 1, heuristic, 1178, 20, 5550437, 92544, 0.7897
5, 15, 15, 15, 1, heuristic, 1326, 19, 6459433, 94494, 0.8258
5, 15, 15, 20, 1, heuristic, 1441, 18, 7236038, 97786, 0.848
5, 15, 15, 25, 1, heuristic, 1567, 18, 7932046, 97082, 0.8567
5, 15, 15, 30, 1, heuristic, 1745, 17, 8517108, 88324, 0.7425
5, 15, 15, 35, 1, heuristic, 1911, 19, 9244701, 98142, 0.8239
5, 15, 15, 40, 1, heuristic, 2037, 18, 9949789, 98506, 0.8643
5, 15, 15, 45, 1, heuristic, 2109, 18, 10318891, 97798, 0.8451
5, 15, 15, 50, 1, heuristic, 2229, 19, 10704997, 95136, 0.8452
5, 15, 15, 55, 1, heuristic, 2463, 18, 11596374, 98498, 0.8799
5, 15, 15, 60, 1, heuristic, 2636, 20, 12218773, 99934, 0.8821
5, 15, 15, 65, 1, heuristic, 2638, 21, 12300501, 96706, 0.8064
5, 15, 15, 70, 1, heuristic, 2846, 21, 13058957, 99818, 0.8853
5, 15, 15, 75, 1, heuristic, 2876, 20, 13375603, 97872, 0.8845
5, 15, 15, 80, 1, heuristic, 3038, 19, 13813285, 94150, 0.7053
5, 15, 15, 85, 1, heuristic, 3026, 17, 14260156, 89708, 0.5681
5, 15, 15, 90, 1, heuristic, 3314, 21, 14842379, 97692, 0.8873
5, 15, 15, 95, 1, heuristic, 3390, 20, 15438198, 99520, 0.8894
5, 15, 20, 5, 1, heuristic, 1060, 22, 4959913, 100538, 0.717
5, 15, 20, 10, 1, heuristic, 1229, 21, 5886077, 106888, 0.8232
5, 15, 20, 15, 1, heuristic, 1378, 23, 6699424, 105996, 0.8742
5, 15, 20, 20, 1, heuristic, 1623, 22, 7411499, 106712, 0.8869
5, 15, 20, 25, 1, heuristic, 1710, 21, 8298717, 108590, 0.8895
5, 15, 20, 30, 1, heuristic, 1862, 22, 8962655, 107964, 0.9014
5, 15, 20, 35, 1, heuristic, 1869, 20, 9588671, 108356, 0.9048
5, 15, 20, 40, 1, heuristic, 2069, 20, 10291894, 107908, 0.8944
5, 15, 20, 45, 1, heuristic, 2341, 21, 11151620, 108562, 0.8839
5, 15, 20, 50, 1, heuristic, 2475, 22, 11712095, 108486, 0.9105
5, 15, 20, 55, 1, heuristic, 2603, 21, 12208118, 108228, 0.9112
5, 15, 20, 60, 1, heuristic, 2542, 20, 12821013, 110078, 0.9129
5, 15, 20, 65, 1, heuristic, 2800, 20, 13601593, 112116, 0.9129
5, 15, 20, 70, 1, heuristic, 2920, 20, 13976223, 109864, 0.9142
5, 15, 20, 75, 1, heuristic, 2839, 19, 14172662, 106976, 0.859
5, 15, 20, 80, 1, heuristic, 2976, 19, 14913053, 109132, 0.9142
5, 15, 20, 85, 1, heuristic, 3089, 20, 15398816, 107734, 0.9062
5, 15, 20, 90, 1, heuristic, 3195, 19, 15946894, 109412, 0.9127
5, 15, 20, 95, 1, heuristic, 3310, 19, 16446240, 108262, 0.9175
5, 15, 25, 5, 1, heuristic, 921, 20, 4744677, 109168, 0.7987
5, 15, 25, 10, 1, heuristic, 1099, 21, 5768805, 113314, 0.8862
5, 15, 25, 15, 1, heuristic, 1323, 22, 6698940, 114522, 0.897
5, 15, 25, 20, 1, heuristic, 1529, 23, 7401633, 114486, 0.9176
5, 15, 25, 25, 1, heuristic, 1698, 22, 8321812, 115464, 0.9135
5, 15, 25, 30, 1, heuristic, 1884, 22, 9167339, 114768, 0.9217
5, 15, 25, 35, 1, heuristic, 2034, 24, 10026423, 115228, 0.8705
5, 15, 25, 40, 1, heuristic, 2202, 23, 10570717, 115360, 0.9174
5, 15, 25, 45, 1, heuristic, 2273, 24, 11073552, 115282, 0.9152
5, 15, 25, 50, 1, heuristic, 2372, 24, 11730164, 114756, 0.9245
5, 15, 25, 55, 1, heuristic, 2586, 24, 12604231, 115394, 0.9056
5, 15, 25, 60, 1, heuristic, 2656, 20, 12719360, 104652, 0.5907
5, 15, 25, 65, 1, heuristic, 2915, 22, 13862189, 114774, 0.9252
5, 15, 25, 70, 1, heuristic, 2978, 22, 14368907, 114996, 0.9245
5, 15, 25, 75, 1, heuristic, 2978, 22, 14491347, 113534, 0.8622
5, 15, 25, 80, 1, heuristic, 3289, 22, 15505126, 115074, 0.9261
5, 15, 25, 85, 1, heuristic, 3310, 22, 16096125, 118636, 0.9263
5, 15, 25, 90, 1, heuristic, 3392, 21, 16681860, 117284, 0.917
5, 15, 25, 95, 1, heuristic, 3429, 21, 16875880, 115208, 0.927
5, 15, 30, 5, 1, heuristic, 937, 21, 4579082, 114616, 0.7955
5, 15, 30, 10, 1, heuristic, 1095, 24, 5481256, 117300, 0.859
5, 15, 30, 15, 1, heuristic, 1291, 23, 6569666, 117648, 0.9106
5, 15, 30, 20, 1, heuristic, 1550, 24, 7557345, 118296, 0.917
5, 15, 30, 25, 1, heuristic, 1634, 25, 8269699, 118280, 0.9263
5, 15, 30, 30, 1, heuristic, 1869, 22, 9095929, 117838, 0.9182
5, 15, 30, 35, 1, heuristic, 2040, 23, 9993887, 118064, 0.9282
5, 15, 30, 40, 1, heuristic, 2209, 23, 10687654, 119472, 0.925
5, 15, 30, 45, 1, heuristic, 2364, 22, 11310993, 118546, 0.929
5, 15, 30, 50, 1, heuristic, 2498, 26, 12036521, 119234, 0.9286
5, 15, 30, 55, 1, heuristic, 2659, 23, 12508444, 116268, 0.8407
5, 15, 30, 60, 1, heuristic, 2818, 26, 13468219, 118940, 0.9308
5, 15, 30, 65, 1, heuristic, 2925, 24, 13534375, 119234, 0.8273
5, 15, 30, 70, 1, heuristic, 2943, 22, 14374879, 119364, 0.9323
5, 15, 30, 75, 1, heuristic, 3038, 21, 15225623, 120494, 0.9325
5, 15, 30, 80, 1, heuristic, 3190, 21, 15616246, 118994, 0.9337
5, 15, 30, 85, 1, heuristic, 3241, 23, 15984292, 119662, 0.934
5, 15, 30, 90, 1, heuristic, 3470, 22, 16687819, 119542, 0.9327
5, 15, 30, 95, 1, heuristic, 3833, 24, 17557428, 122508, 0.9341
5, 15, 35, 5, 1, heuristic, 953, 25, 4579833, 120220, 0.7924
5, 15, 35, 10, 1, heuristic, 1116, 26, 5533616, 119640, 0.869
5, 15, 35, 15, 1, heuristic, 1340, 23, 6560833, 120860, 0.9007
5, 15, 35, 20, 1, heuristic, 1472, 22, 7491491, 121228, 0.9273
5, 15, 35, 25, 1, heuristic, 1696, 25, 8410869, 121270, 0.9166
5, 15, 35, 30, 1, heuristic, 1901, 25, 9327496, 123010, 0.9306
5, 15, 35, 35, 1, heuristic, 2049, 23, 10014188, 122776, 0.9308
5, 15, 35, 40, 1, heuristic, 2193, 26, 10785486, 123378, 0.9328
5, 15, 35, 45, 1, heuristic, 2356, 25, 11442492, 122600, 0.9133
5, 15, 35, 50, 1, heuristic, 2447, 23, 11964458, 120468, 0.8982
5, 15, 35, 55, 1, heuristic, 2575, 22, 12854513, 122290, 0.9338
5, 15, 35, 60, 1, heuristic, 2719, 27, 13446591, 121980, 0.9328
5, 15, 35, 65, 1, heuristic, 3016, 25, 14245149, 123990, 0.9335
5, 15, 35, 70, 1, heuristic, 3169, 24, 14682945, 123074, 0.9348
5, 15, 35, 75, 1, heuristic, 3209, 25, 15355853, 125238, 0.9364
5, 15, 35, 80, 1, heuristic, 3471, 24, 15936224, 122100, 0.9261
5, 15, 35, 85, 1, heuristic, 3357, 22, 16152164, 122436, 0.9366
5, 15, 35, 90, 1, heuristic, 3561, 22, 16972960, 122504, 0.9368
5, 15, 35, 95, 1, heuristic, 3646, 22, 17470411, 124316, 0.9373
5, 15, 40, 5, 1, heuristic, 806, 23, 4222572, 121012, 0.7959
5, 15, 40, 10, 1, heuristic, 1047, 23, 5547999, 123496, 0.9017
5, 15, 40, 15, 1, heuristic, 1198, 22, 6420892, 121194, 0.8417
5, 15, 40, 20, 1, heuristic, 1438, 22, 7573298, 123784, 0.9292
5, 15, 40, 25, 1, heuristic, 1590, 23, 8444562, 125016, 0.9289
5, 15, 40, 30, 1, heuristic, 1745, 24, 9191842, 125780, 0.895
5, 15, 40, 35, 1, heuristic, 1900, 22, 9902213, 122762, 0.932
5, 15, 40, 40, 1, heuristic, 2073, 23, 10878023, 126442, 0.9249
5, 15, 40, 45, 1, heuristic, 2353, 25, 11577393, 124252, 0.9201
5, 15, 40, 50, 1, heuristic, 2593, 24, 12297084, 124818, 0.9357
5, 15, 40, 55, 1, heuristic, 2657, 25, 12933749, 124088, 0.9252
5, 15, 40, 60, 1, heuristic, 2718, 25, 13418979, 123200, 0.9353
5, 15, 40, 65, 1, heuristic, 2863, 25, 14073430, 124220, 0.9268
5, 15, 40, 70, 1, heuristic, 3089, 25, 14714518, 124612, 0.9351
5, 15, 40, 75, 1, heuristic, 3200, 23, 15145558, 124410, 0.9362
5, 15, 40, 80, 1, heuristic, 3317, 23, 15893761, 125522, 0.9368
5, 15, 40, 85, 1, heuristic, 3310, 22, 16444016, 123260, 0.9382
5, 15, 40, 90, 1, heuristic, 3387, 24, 17141532, 124650, 0.9367
5, 15, 40, 95, 1, heuristic, 3452, 22, 17395451, 123464, 0.938
5, 15, 45, 5, 1, heuristic, 837, 23, 4330438, 121546, 0.7782
5, 15, 45, 10, 1, heuristic, 1063, 23, 5529929, 124154, 0.8857
5, 15, 45, 15, 1, heuristic, 1229, 23, 6567753, 125840, 0.9124
5, 15, 45, 20, 1, heuristic, 1383, 22, 7331509, 124390, 0.9263
5, 15, 45, 25, 1, heuristic, 1566, 22, 8272774, 125524, 0.8048
5, 15, 45, 30, 1, heuristic, 1726, 23, 9141889, 124450, 0.9354
5, 15, 45, 35, 1, heuristic, 1913, 26, 10039265, 126180, 0.933
5, 15, 45, 40, 1, heuristic, 2057, 23, 10821381, 127652, 0.9337
5, 15, 45, 45, 1, heuristic, 2206, 22, 11585656, 125670, 0.9366
5, 15, 45, 50, 1, heuristic, 2353, 25, 12280738, 126088, 0.9355
5, 15, 45, 55, 1, heuristic, 2550, 22, 12975321, 126140, 0.9359
5, 15, 45, 60, 1, heuristic, 2628, 22, 13445741, 125006, 0.9342
5, 15, 45, 65, 1, heuristic, 2723, 22, 13923198, 124514, 0.9004
5, 15, 45, 70, 1, heuristic, 2869, 22, 14688649, 124942, 0.938
5, 15, 45, 75, 1, heuristic, 3028, 22, 15426664, 126124, 0.9189
5, 15, 45, 80, 1, heuristic, 3158, 23, 16075670, 125512, 0.9387
5, 15, 45, 85, 1, heuristic, 3250, 22, 16503845, 126868, 0.9388
5, 15, 45, 90, 1, heuristic, 3366, 23, 17002525, 126552, 0.9397
5, 15, 45, 95, 1, heuristic, 3491, 22, 17593785, 125798, 0.9267
5, 20, 5, 5, 1, heuristic, 681, 6, 3462121, 30590, 0.1122
5, 20, 5, 10, 1, heuristic, 827, 7, 4143226, 37100, 0.1645
5, 20, 5, 15, 1, heuristic, 871, 7, 4286596, 36342, 0.1891
5, 20, 5, 20, 1, heuristic, 984, 8, 4840348, 41204, 0.2219
5, 20, 5, 25, 1, heuristic, 1051, 7, 5178442, 38320, 0.1795
5, 20, 5, 30, 1, heuristic, 1088, 8, 5346287, 41562, 0.2289
5, 20, 5, 35, 1, heuristic, 1201, 9, 5952630, 44500, 0.2412
5, 20, 5, 40, 1, heuristic, 1247, 8, 6042128, 41562, 0.2293
5, 20, 5, 45, 1, heuristic, 1319, 9, 6337785, 44980, 0.2598
5, 20, 5, 50, 1, heuristic, 1425, 9, 6868473, 47030, 0.2718
5, 20, 5, 55, 1, heuristic, 1509, 9, 7205649, 45566, 0.2439
5, 20, 5, 60, 1, heuristic, 1617, 10, 7249899, 43072, 0.2382
5, 20, 5, 65, 1, heuristic, 1680, 8, 7489749, 40716, 0.2335
5, 20, 5, 70, 1, heuristic, 1767, 8, 7825512, 41210, 0.244
5, 20, 5, 75, 1, heuristic, 1809, 8, 8009972, 42132, 0.2472
5, 20, 5, 80, 1, heuristic, 1745, 9, 7961246, 42482, 0.2327
5, 20, 5, 85, 1, heuristic, 1836, 8, 8351848, 43360, 0.2505
5, 20, 5, 90, 1, heuristic, 2065, 10, 8790086, 46342, 0.293
5, 20, 5, 95, 1, heuristic, 2027, 9, 8954909, 45924, 0.2808
5, 20, 10, 5, 1, heuristic, 915, 15, 4361147, 69004, 0.5502
5, 20, 10, 10, 1, heuristic, 1094, 15, 5187596, 73518, 0.6403
5, 20, 10, 15, 1, heuristic, 1301, 17, 6114357, 76978, 0.682
5, 20, 10, 20, 1, heuristic, 1454, 18, 6765949, 79464, 0.7104
5, 20, 10, 25, 1, heuristic, 1559, 17, 7294937, 78760, 0.7258
5, 20, 10, 30, 1, heuristic, 1749, 17, 8089609, 79746, 0.7467
5, 20, 10, 35, 1, heuristic, 1855, 16, 8760798, 82576, 0.7604
5, 20, 10, 40, 1, heuristic, 1972, 16, 9196279, 81190, 0.7655
5, 20, 10, 45, 1, heuristic, 1948, 16, 9585313, 82586, 0.77
5, 20, 10, 50, 1, heuristic, 1982, 15, 9830097, 79666, 0.7786
5, 20, 10, 55, 1, heuristic, 2149, 15, 10487852, 80846, 0.7808
5, 20, 10, 60, 1, heuristic, 2229, 16, 10895100, 81696, 0.788
5, 20, 10, 65, 1, heuristic, 2350, 15, 11479656, 81730, 0.7876
5, 20, 10, 70, 1, heuristic, 2467, 16, 11927158, 82770, 0.7803
5, 20, 10, 75, 1, heuristic, 2507, 15, 12238875, 81262, 0.7947
5, 20, 10, 80, 1, heuristic, 2609, 15, 12766427, 81926, 0.7621
5, 20, 10, 85, 1, heuristic, 2690, 15, 13103642, 82894, 0.7929
5, 20, 10, 90, 1, heuristic, 2830, 15, 13597647, 81750, 0.7903
5, 20, 10, 95, 1, heuristic, 2897, 16, 13954158, 83086, 0.8017
5, 20, 15, 5, 1, heuristic, 992, 18, 4963200, 89520, 0.6936
5, 20, 15, 10, 1, heuristic, 1208, 20, 5742865, 93640, 0.7752
5, 20, 15, 15, 1, heuristic, 1331, 18, 6598026, 97298, 0.8351
5, 20, 15, 20, 1, heuristic, 1440, 18, 7277800, 97676, 0.7895
5, 20, 15, 25, 1, heuristic, 1603, 18, 8161752, 99206, 0.8579
5, 20, 15, 30, 1, heuristic, 1739, 19, 8825066, 100342, 0.8692
5, 20, 15, 35, 1, heuristic, 1839, 18, 9326889, 96756, 0.8566
5, 20, 15, 40, 1, heuristic, 1999, 19, 10242483, 100704, 0.8627
5, 20, 15, 45, 1, heuristic, 2129, 18, 10793953, 100426, 0.8756
5, 20, 15, 50, 1, heuristic, 2250, 18, 11375471, 101404, 0.8779
5, 20, 15, 55, 1, heuristic, 2486, 19, 11791290, 101026, 0.8804
5, 20, 15, 60, 1, heuristic, 2532, 20, 12376252, 101042, 0.8821
5, 20, 15, 65, 1, heuristic, 2654, 19, 12977633, 100200, 0.8819
5, 20, 15, 70, 1, heuristic, 2705, 18, 13480528, 98588, 0.8502
5, 20, 15, 75, 1, heuristic, 2831, 19, 14084109, 100360, 0.8835
5, 20, 15, 80, 1, heuristic, 2920, 19, 14319462, 100216, 0.8878
5, 20, 15, 85, 1, heuristic, 3094, 20, 14732811, 101396, 0.8894
5, 20, 15, 90, 1, heuristic, 3465, 22, 15607375, 102158, 0.8387
5, 20, 15, 95, 1, heuristic, 3486, 20, 15926108, 103032, 0.8876
5, 20, 20, 5, 1, heuristic, 982, 22, 4901008, 102854, 0.7374
5, 20, 20, 10, 1, heuristic, 1183, 21, 5892536, 106324, 0.8472
5, 20, 20, 15, 1, heuristic, 1370, 20, 6745536, 107890, 0.8628
5, 20, 20, 20, 1, heuristic, 1474, 22, 7515135, 107326, 0.8492
5, 20, 20, 25, 1, heuristic, 1658, 20, 8376088, 108666, 0.8908
5, 20, 20, 30, 1, heuristic, 1897, 23, 9129388, 108634, 0.9031
5, 20, 20, 35, 1, heuristic, 2096, 22, 9941574, 109866, 0.9065
5, 20, 20, 40, 1, heuristic, 2174, 22, 10474171, 109028, 0.8971
5, 20, 20, 45, 1, heuristic, 2364, 23, 11319062, 109966, 0.8989
5, 20, 20, 50, 1, heuristic, 2333, 20, 11722019, 108996, 0.869
5, 20, 20, 55, 1, heuristic, 2468, 20, 12576794, 109876, 0.9112
5, 20, 20, 60, 1, heuristic, 2584, 20, 13055410, 110042, 0.9134
5, 20, 20, 65, 1, heuristic, 2830, 20, 13588124, 109340, 0.9137
5, 20, 20, 70, 1, heuristic, 2939, 20, 14335448, 110984, 0.9137
5, 20, 20, 75, 1, heuristic, 3227, 23, 14885560, 110784, 0.916
5, 20, 20, 80, 1, heuristic, 3174, 22, 15120669, 112054, 0.8068
5, 20, 20, 85, 1, heuristic, 3286, 24, 15868032, 112856, 0.9161
5, 20, 20, 90, 1, heuristic, 3621, 22, 16606488, 110788, 0.9178
5, 20, 20, 95, 1, heuristic, 3604, 22, 16944905, 110986, 0.917
5, 20, 25, 5, 1, heuristic, 968, 21, 4805911, 112100, 0.7905
5, 20, 25, 10, 1, heuristic, 1130, 21, 5870999, 115814, 0.8824
5, 20, 25, 15, 1, heuristic, 1296, 21, 6720728, 114472, 0.9074
5, 20, 25, 20, 1, heuristic, 1617, 23, 7621921, 116216, 0.9042
5, 20, 25, 25, 1, heuristic, 1721, 24, 8640922, 115954, 0.9168
5, 20, 25, 30, 1, heuristic, 1876, 22, 9279848, 117130, 0.9212
5, 20, 25, 35, 1, heuristic, 1983, 21, 10109121, 116104, 0.9146
5, 20, 25, 40, 1, heuristic, 2086, 21, 10756564, 116400, 0.9232
5, 20, 25, 45, 1, heuristic, 2359, 28, 11422186, 116616, 0.9137
5, 20, 25, 50, 1, heuristic, 2584, 23, 12189764, 117828, 0.9235
5, 20, 25, 55, 1, heuristic, 2671, 22, 12756708, 116854, 0.9247
5, 20, 25, 60, 1, heuristic, 2631, 21, 13419088, 116760, 0.9248
5, 20, 25, 65, 1, heuristic, 2810, 21, 14157301, 116884, 0.9254
5, 20, 25, 70, 1, heuristic, 3104, 22, 14859925, 118362, 0.9248
5, 20, 25, 75, 1, heuristic, 3266, 25, 15132545, 115852, 0.9251
5, 20, 25, 80, 1, heuristic, 3388, 24, 15840956, 116814, 0.9271
5, 20, 25, 85, 1, heuristic, 3403, 21, 16357442, 115916, 0.9271
5, 20, 25, 90, 1, heuristic, 3369, 22, 16896979, 118724, 0.918
5, 20, 25, 95, 1, heuristic, 3340, 21, 16654769, 114324, 0.8323
5, 20, 30, 5, 1, heuristic, 892, 22, 4698346, 115090, 0.7952
5, 20, 30, 10, 1, heuristic, 1104, 22, 5853821, 119958, 0.8905
5, 20, 30, 15, 1, heuristic, 1273, 22, 6712457, 120052, 0.9128
5, 20, 30, 20, 1, heuristic, 1473, 26, 7697849, 120942, 0.9229
5, 20, 30, 25, 1, heuristic, 1715, 22, 8563370, 121662, 0.9121
5, 20, 30, 30, 1, heuristic, 1793, 22, 9368496, 119054, 0.9286
5, 20, 30, 35, 1, heuristic, 1960, 25, 10099603, 119304, 0.8786
5, 20, 30, 40, 1, heuristic, 2195, 25, 11011483, 120552, 0.9277
5, 20, 30, 45, 1, heuristic, 2306, 22, 11604427, 124304, 0.9191
5, 20, 30, 50, 1, heuristic, 2388, 22, 12362644, 120560, 0.9301
5, 20, 30, 55, 1, heuristic, 2515, 21, 12918794, 120320, 0.932
5, 20, 30, 60, 1, heuristic, 2669, 22, 13508651, 122012, 0.9314
5, 20, 30, 65, 1, heuristic, 2815, 22, 14288748, 121848, 0.9324
5, 20, 30, 70, 1, heuristic, 2888, 21, 14884566, 122296, 0.9309
5, 20, 30, 75, 1, heuristic, 3004, 21, 15429968, 121392, 0.9227
5, 20, 30, 80, 1, heuristic, 3130, 22, 15996091, 122688, 0.934
5, 20, 30, 85, 1, heuristic, 3238, 21, 16551065, 121842, 0.8956
5, 20, 30, 90, 1, heuristic, 3356, 24, 16993745, 119976, 0.9338
5, 20, 30, 95, 1, heuristic, 3608, 26, 17538800, 120888, 0.9344
5, 20, 35, 5, 1, heuristic, 948, 26, 4643615, 123568, 0.8132
5, 20, 35, 10, 1, heuristic, 1150, 25, 5718807, 122614, 0.9032
5, 20, 35, 15, 1, heuristic, 1325, 25, 6541613, 121722, 0.9082
5, 20, 35, 20, 1, heuristic, 1483, 22, 7655860, 124084, 0.9243
5, 20, 35, 25, 1, heuristic, 1593, 22, 8491360, 123882, 0.9293
5, 20, 35, 30, 1, heuristic, 1781, 22, 9491140, 124676, 0.9327
5, 20, 35, 35, 1, heuristic, 1928, 22, 10199063, 124242, 0.9314
5, 20, 35, 40, 1, heuristic, 2102, 22, 11107338, 124010, 0.9322
5, 20, 35, 45, 1, heuristic, 2216, 22, 11748366, 123576, 0.9332
5, 20, 35, 50, 1, heuristic, 2364, 22, 12370152, 123106, 0.9147
5, 20, 35, 55, 1, heuristic, 2523, 22, 13179817, 124676, 0.9337
5, 20, 35, 60, 1, heuristic, 2652, 22, 13722535, 123178, 0.9158
5, 20, 35, 65, 1, heuristic, 2829, 22, 14373739, 125042, 0.9335
5, 20, 35, 70, 1, heuristic, 3068, 24, 15069366, 123434, 0.9336
5, 20, 35, 75, 1, heuristic, 3248, 22, 15637928, 125022, 0.9347
5, 20, 35, 80, 1, heuristic, 3354, 25, 16236166, 126018, 0.9362
5, 20, 35, 85, 1, heuristic, 3472, 22, 16513328, 123730, 0.937
5, 20, 35, 90, 1, heuristic, 3606, 26, 17289882, 124570, 0.9363
5, 20, 35, 95, 1, heuristic, 3658, 22, 17957352, 124820, 0.9326
5, 20, 40, 5, 1, heuristic, 823, 22, 4395666, 121926, 0.7954
5, 20, 40, 10, 1, heuristic, 1053, 23, 5643893, 125440, 0.9021
5, 20, 40, 15, 1, heuristic, 1262, 25, 6687159, 124418, 0.9196
5, 20, 40, 20, 1, heuristic, 1439, 22, 7692307, 124762, 0.9273
5, 20, 40, 25, 1, heuristic, 1595, 22, 8540772, 124826, 0.9307
5, 20, 40, 30, 1, heuristic, 1770, 22, 9549392, 126540, 0.9331
5, 20, 40, 35, 1, heuristic, 1926, 22, 10241035, 124146, 0.9343
5, 20, 40, 40, 1, heuristic, 2134, 23, 11211979, 127242, 0.9335
5, 20, 40, 45, 1, heuristic, 2173, 21, 11392437, 114344, 0.7136
5, 20, 40, 50, 1, heuristic, 2384, 22, 12603881, 125990, 0.9251
5, 20, 40, 55, 1, heuristic, 2526, 22, 13186192, 123428, 0.9258
5, 20, 40, 60, 1, heuristic, 2578, 22, 13366851, 124976, 0.8623
5, 20, 40, 65, 1, heuristic, 2804, 22, 14496822, 126874, 0.9351
5, 20, 40, 70, 1, heuristic, 2916, 22, 15072142, 126604, 0.9362
5, 20, 40, 75, 1, heuristic, 3052, 22, 15689187, 126444, 0.9349
5, 20, 40, 80, 1, heuristic, 3193, 22, 16260323, 125714, 0.9368
5, 20, 40, 85, 1, heuristic, 3273, 23, 16690173, 127270, 0.9262
5, 20, 40, 90, 1, heuristic, 3422, 22, 17314930, 125616, 0.9376
5, 20, 40, 95, 1, heuristic, 3561, 22, 17839393, 125668, 0.9391
5, 20, 45, 5, 1, heuristic, 782, 23, 4134758, 123424, 0.789
5, 20, 45, 10, 1, heuristic, 1088, 27, 5581188, 126228, 0.8806
5, 20, 45, 15, 1, heuristic, 1296, 25, 6673033, 127410, 0.9171
5, 20, 45, 20, 1, heuristic, 1515, 26, 7724120, 127388, 0.9264
5, 20, 45, 25, 1, heuristic, 1726, 24, 8401321, 126466, 0.8839
5, 20, 45, 30, 1, heuristic, 1802, 24, 9326593, 127414, 0.936
5, 20, 45, 35, 1, heuristic, 1971, 22, 10292959, 126592, 0.9356
5, 20, 45, 40, 1, heuristic, 2139, 24, 11066042, 127514, 0.9346
5, 20, 45, 45, 1, heuristic, 2269, 23, 11889190, 128096, 0.9352
5, 20, 45, 50, 1, heuristic, 2407, 22, 12782143, 127862, 0.9272
5, 20, 45, 55, 1, heuristic, 2520, 22, 13102174, 126474, 0.9361
5, 20, 45, 60, 1, heuristic, 2642, 22, 13811423, 127494, 0.9352
5, 20, 45, 65, 1, heuristic, 2788, 22, 14462459, 127286, 0.9354
5, 20, 45, 70, 1, heuristic, 2934, 22, 15183217, 127108, 0.9386
5, 20, 45, 75, 1, heuristic, 3034, 22, 15689996, 127056, 0.9386
5, 20, 45, 80, 1, heuristic, 3150, 22, 16096716, 125240, 0.9363
