m, m_max,m_max_0,ef_construction,ml,select_neighbor_mode,total_time_for_building_graph,total_time_for_query,total_distance_count_for_building_graph,total_distance_count_for_query,recall,connectiveness
20, 25, 35, 10, 1, simple, 923, 27, 7043264, 169404, 0.9627, 0.575084 0.597652 0.648749 0.716366 0.765801 0.837917 0.850146 0.900000 0.800000 nan nan nan 
20, 25, 35, 30, 1, simple, 2284, 31, 17436114, 197388, 0.9892, 0.692192 0.725442 0.770362 0.821318 0.871224 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 35, 50, 1, simple, 2788, 29, 20343696, 198418, 0.9895, 0.699665 0.735874 0.775168 0.822420 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 35, 70, 1, simple, 3265, 39, 22708494, 198662, 0.9899, 0.702040 0.739442 0.776196 0.822883 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 35, 90, 1, simple, 3547, 30, 24746280, 198750, 0.9904, 0.702728 0.740470 0.776430 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 35, 110, 1, simple, 3880, 31, 26542820, 198840, 0.9906, 0.703089 0.740932 0.776850 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 40, 10, 1, simple, 929, 26, 7051099, 175064, 0.9661, 0.574993 0.597652 0.648749 0.716366 0.765801 0.837917 0.850146 0.900000 0.800000 nan nan nan 
20, 25, 40, 30, 1, simple, 2307, 31, 17697724, 208390, 0.9908, 0.686003 0.725442 0.770362 0.821318 0.871224 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 40, 50, 1, simple, 2932, 33, 20724044, 209306, 0.9914, 0.691970 0.735874 0.775168 0.822420 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 40, 70, 1, simple, 3474, 32, 23178257, 209540, 0.9916, 0.693698 0.739442 0.776196 0.822883 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 40, 90, 1, simple, 3734, 31, 25280826, 209626, 0.9921, 0.694240 0.740470 0.776430 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 40, 110, 1, simple, 4047, 33, 27129531, 209662, 0.9922, 0.694503 0.740932 0.776850 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 45, 10, 1, simple, 944, 27, 7044562, 179712, 0.9672, 0.576279 0.597652 0.648749 0.716366 0.765801 0.837917 0.850146 0.900000 0.800000 nan nan nan 
20, 25, 45, 30, 1, simple, 2365, 32, 17871298, 217692, 0.992, 0.681308 0.725442 0.770362 0.821318 0.871224 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 45, 50, 1, simple, 2974, 34, 21003852, 218558, 0.9922, 0.686149 0.735874 0.775168 0.822420 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 45, 70, 1, simple, 3311, 33, 23530524, 218762, 0.9925, 0.687485 0.739442 0.776196 0.822883 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 45, 90, 1, simple, 3662, 32, 25684056, 218838, 0.9927, 0.687905 0.740470 0.776430 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 45, 110, 1, simple, 4025, 32, 27572910, 218872, 0.9928, 0.688137 0.740932 0.776850 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 30, 5, 10, 1, simple, 706, 10, 5196708, 66792, 0.339, 0.332022 0.602788 0.649875 0.712301 0.758730 0.826899 0.850300 0.900000 0.800000 nan nan nan 
20, 30, 5, 30, 1, simple, 1430, 12, 10438163, 80760, 0.4279, 0.404481 0.718842 0.760825 0.808223 0.859320 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 5, 50, 1, simple, 1679, 12, 11816413, 82872, 0.4755, 0.446777 0.724114 0.762708 0.808058 0.861021 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 5, 70, 1, simple, 1889, 14, 13012963, 84818, 0.5172, 0.480032 0.725670 0.763074 0.808058 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 5, 90, 1, simple, 2097, 13, 14078801, 84798, 0.5252, 0.503451 0.726183 0.763115 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 5, 110, 1, simple, 2318, 13, 15097842, 85396, 0.5339, 0.524063 0.726460 0.763362 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 10, 10, 1, simple, 820, 15, 6192907, 94244, 0.6685, 0.427140 0.602788 0.649875 0.712301 0.758730 0.826899 0.850300 0.900000 0.800000 nan nan nan 
20, 30, 10, 30, 1, simple, 1708, 18, 12581245, 110346, 0.7635, 0.589351 0.718842 0.760825 0.808223 0.859320 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 10, 50, 1, simple, 2004, 18, 14442254, 112362, 0.7987, 0.651367 0.724114 0.762708 0.808058 0.861021 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 10, 70, 1, simple, 2282, 18, 16027530, 113190, 0.814, 0.682559 0.725670 0.763074 0.808058 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 10, 90, 1, simple, 2547, 17, 17435590, 113822, 0.8236, 0.701010 0.726183 0.763115 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 10, 110, 1, simple, 2773, 17, 18702396, 114112, 0.8287, 0.710734 0.726460 0.763362 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 15, 10, 1, simple, 866, 18, 6671587, 122490, 0.866, 0.522893 0.602788 0.649875 0.712301 0.758730 0.826899 0.850300 0.900000 0.800000 nan nan nan 
20, 30, 15, 30, 1, simple, 1901, 20, 14475360, 132854, 0.8721, 0.660842 0.718842 0.760825 0.808223 0.859320 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 15, 50, 1, simple, 2290, 22, 16640134, 135120, 0.8943, 0.703152 0.724114 0.762708 0.808058 0.861021 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 15, 70, 1, simple, 2673, 22, 18461323, 136158, 0.9052, 0.722633 0.725670 0.763074 0.808058 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 15, 90, 1, simple, 2928, 22, 20052904, 136648, 0.9108, 0.732173 0.726183 0.763115 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 15, 110, 1, simple, 3136, 23, 21482861, 137150, 0.9132, 0.738009 0.726460 0.763362 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 20, 10, 1, simple, 954, 24, 6927200, 141558, 0.9225, 0.550800 0.602788 0.649875 0.712301 0.758730 0.826899 0.850300 0.900000 0.800000 nan nan nan 
20, 30, 20, 30, 1, simple, 2132, 23, 16236973, 152482, 0.9208, 0.684289 0.718842 0.760825 0.808223 0.859320 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 20, 50, 1, simple, 2536, 23, 18639066, 154272, 0.9362, 0.714636 0.724114 0.762708 0.808058 0.861021 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 20, 70, 1, simple, 3087, 27, 20625226, 155196, 0.9399, 0.726878 0.725670 0.763074 0.808058 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 20, 90, 1, simple, 3253, 25, 22358508, 155824, 0.9431, 0.732904 0.726183 0.763115 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 20, 110, 1, simple, 3509, 23, 23900898, 156086, 0.9447, 0.736374 0.726460 0.763362 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 25, 10, 1, simple, 934, 25, 7066219, 155310, 0.9499, 0.564167 0.602788 0.649875 0.712301 0.758730 0.826899 0.850300 0.900000 0.800000 nan nan nan 
20, 30, 25, 30, 1, simple, 2239, 25, 16984717, 172216, 0.9579, 0.700563 0.718842 0.760825 0.808223 0.859320 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 25, 50, 1, simple, 2651, 26, 19597380, 173690, 0.9639, 0.718071 0.724114 0.762708 0.808058 0.861021 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 25, 70, 1, simple, 3034, 26, 21746788, 174244, 0.9658, 0.723957 0.725670 0.763074 0.808058 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 25, 90, 1, simple, 3368, 27, 23611002, 174556, 0.9666, 0.726505 0.726183 0.763115 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 25, 110, 1, simple, 3691, 26, 25266204, 174748, 0.967, 0.727808 0.726460 0.763362 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 30, 10, 1, simple, 934, 25, 7138390, 164608, 0.9589, 0.570598 0.602788 0.649875 0.712301 0.758730 0.826899 0.850300 0.900000 0.800000 nan nan nan 
20, 30, 30, 30, 1, simple, 2313, 28, 17509640, 189262, 0.9733, 0.698176 0.718842 0.760825 0.808223 0.859320 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 30, 50, 1, simple, 2763, 28, 20307063, 190332, 0.9749, 0.709174 0.724114 0.762708 0.808058 0.861021 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 30, 70, 1, simple, 3146, 28, 22595456, 190726, 0.9761, 0.712414 0.725670 0.763074 0.808058 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 30, 90, 1, simple, 3503, 28, 24571920, 190894, 0.977, 0.713745 0.726183 0.763115 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 30, 110, 1, simple, 3846, 28, 26319899, 191010, 0.9772, 0.714374 0.726460 0.763362 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 35, 10, 1, simple, 1009, 29, 7171875, 171556, 0.9632, 0.574906 0.602788 0.649875 0.712301 0.758730 0.826899 0.850300 0.900000 0.800000 nan nan nan 
20, 30, 35, 30, 1, simple, 2377, 33, 17883569, 202942, 0.9794, 0.692292 0.718842 0.760825 0.808223 0.859320 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 35, 50, 1, simple, 3023, 43, 20829896, 203980, 0.9799, 0.699641 0.724114 0.762708 0.808058 0.861021 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 35, 70, 1, simple, 3294, 30, 23224758, 204220, 0.9803, 0.701983 0.725670 0.763074 0.808058 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 35, 90, 1, simple, 3665, 29, 25289166, 204296, 0.9808, 0.702671 0.726183 0.763115 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 35, 110, 1, simple, 4018, 30, 27105948, 204386, 0.981, 0.703041 0.726460 0.763362 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 40, 10, 1, simple, 986, 28, 7178848, 177206, 0.9665, 0.575230 0.602788 0.649875 0.712301 0.758730 0.826899 0.850300 0.900000 0.800000 nan nan nan 
20, 30, 40, 30, 1, simple, 2410, 33, 18145513, 213958, 0.981, 0.686093 0.718833 0.760825 0.808223 0.859320 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 40, 50, 1, simple, 2936, 34, 21210211, 214844, 0.9815, 0.691944 0.724114 0.762708 0.808058 0.861021 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 40, 70, 1, simple, 3352, 32, 23694402, 215076, 0.9817, 0.693648 0.725670 0.763074 0.808058 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 40, 90, 1, simple, 3795, 32, 25823686, 215140, 0.9822, 0.694187 0.726183 0.763115 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 40, 110, 1, simple, 4130, 31, 27692853, 215178, 0.9823, 0.694461 0.726460 0.763362 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 45, 10, 1, simple, 943, 31, 7171587, 181826, 0.9672, 0.575927 0.602788 0.649875 0.712301 0.758730 0.826899 0.850300 0.900000 0.800000 nan nan nan 
20, 30, 45, 30, 1, simple, 2418, 35, 18318801, 223254, 0.9821, 0.681353 0.718842 0.760825 0.808223 0.859320 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 45, 50, 1, simple, 2928, 33, 21489590, 224094, 0.9823, 0.686110 0.724114 0.762708 0.808058 0.861021 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 45, 70, 1, simple, 3457, 33, 24046768, 224298, 0.9826, 0.687434 0.725670 0.763074 0.808058 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 45, 90, 1, simple, 3737, 33, 26227112, 224354, 0.9828, 0.687846 0.726183 0.763115 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 30, 45, 110, 1, simple, 4155, 32, 28136034, 224384, 0.9829, 0.688078 0.726460 0.763362 0.808113 0.861786 0.899139 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 5, 10, 1, simple, 730, 11, 5272804, 68718, 0.3459, 0.334322 0.604667 0.651369 0.710556 0.753948 0.824437 0.850300 0.900000 0.800000 nan nan nan 
20, 35, 5, 30, 1, simple, 1479, 13, 10756419, 84972, 0.4358, 0.409651 0.710757 0.751636 0.796324 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 5, 50, 1, simple, 1750, 15, 12162502, 87070, 0.4836, 0.452358 0.714406 0.753341 0.796803 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 5, 70, 1, simple, 1973, 13, 13363659, 88408, 0.5167, 0.483106 0.715351 0.753515 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 5, 90, 1, simple, 2170, 13, 14447262, 88948, 0.5279, 0.508571 0.715648 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 5, 110, 1, simple, 2372, 13, 15473569, 89568, 0.5351, 0.527754 0.715914 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 10, 10, 1, simple, 833, 15, 6266166, 95854, 0.6744, 0.429210 0.604667 0.651369 0.710556 0.753948 0.824437 0.850300 0.900000 0.800000 nan nan nan 
20, 35, 10, 30, 1, simple, 1755, 17, 12896796, 114828, 0.767, 0.591396 0.710757 0.751636 0.796324 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 10, 50, 1, simple, 2079, 17, 14781188, 116746, 0.8019, 0.653097 0.714406 0.753341 0.796803 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 10, 70, 1, simple, 2346, 18, 16380966, 117544, 0.8174, 0.684200 0.715351 0.753515 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 10, 90, 1, simple, 2631, 18, 17800220, 118098, 0.8245, 0.702356 0.715648 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 10, 110, 1, simple, 2889, 19, 19076512, 118412, 0.8293, 0.712184 0.715914 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 15, 10, 1, simple, 940, 21, 6745522, 124072, 0.8673, 0.524239 0.604667 0.651369 0.710556 0.753948 0.824437 0.850300 0.900000 0.800000 nan nan nan 
20, 35, 15, 30, 1, simple, 1966, 21, 14790692, 137100, 0.8721, 0.663158 0.710750 0.751636 0.796324 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 15, 50, 1, simple, 2342, 21, 16978918, 139436, 0.8949, 0.704621 0.714406 0.753341 0.796803 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 15, 70, 1, simple, 2687, 28, 18813896, 140384, 0.9054, 0.723628 0.715351 0.753515 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 15, 90, 1, simple, 2953, 21, 20417405, 140896, 0.9108, 0.733092 0.715648 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 15, 110, 1, simple, 3297, 21, 21855633, 141414, 0.9133, 0.738722 0.715914 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 20, 10, 1, simple, 959, 25, 7000043, 142880, 0.9253, 0.551869 0.604667 0.651369 0.710556 0.753948 0.824437 0.850300 0.900000 0.800000 nan nan nan 
20, 35, 20, 30, 1, simple, 2307, 24, 16551984, 156730, 0.9212, 0.685934 0.710750 0.751636 0.796324 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 20, 50, 1, simple, 2621, 24, 18976898, 158546, 0.9361, 0.715281 0.714406 0.753341 0.796803 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 20, 70, 1, simple, 2993, 24, 20977782, 159454, 0.9398, 0.727333 0.715351 0.753515 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 20, 90, 1, simple, 3307, 24, 22722696, 160070, 0.9431, 0.733128 0.715648 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 20, 110, 1, simple, 3632, 24, 24273536, 160334, 0.9447, 0.736544 0.715914 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 25, 10, 1, simple, 949, 24, 7140288, 156778, 0.951, 0.565584 0.604667 0.651369 0.710556 0.753948 0.824437 0.850300 0.900000 0.800000 nan nan nan 
20, 35, 25, 30, 1, simple, 2311, 27, 17297544, 176484, 0.9581, 0.700822 0.710757 0.751636 0.796324 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 25, 50, 1, simple, 2704, 26, 19935260, 177946, 0.9639, 0.718154 0.714406 0.753341 0.796803 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 25, 70, 1, simple, 3140, 28, 22099458, 178486, 0.9658, 0.724019 0.715351 0.753515 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 25, 90, 1, simple, 3445, 26, 23975088, 178798, 0.9666, 0.726556 0.715648 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 25, 110, 1, simple, 3983, 31, 25638502, 178986, 0.967, 0.727820 0.715914 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 30, 10, 1, simple, 964, 27, 7213139, 165970, 0.9598, 0.571674 0.604667 0.651369 0.710556 0.753948 0.824437 0.850300 0.900000 0.800000 nan nan nan 
20, 35, 30, 30, 1, simple, 2356, 29, 17822730, 193490, 0.9733, 0.698257 0.710750 0.751636 0.796324 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 30, 50, 1, simple, 2873, 29, 20644939, 194580, 0.9749, 0.709210 0.714406 0.753341 0.796803 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 30, 70, 1, simple, 3273, 30, 22948105, 194968, 0.9761, 0.712435 0.715351 0.753515 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 30, 90, 1, simple, 3742, 33, 24936002, 195138, 0.977, 0.713767 0.715648 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 30, 110, 1, simple, 4042, 29, 26692435, 195252, 0.9772, 0.714381 0.715914 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 35, 10, 1, simple, 957, 26, 7245766, 172936, 0.9628, 0.575459 0.604667 0.651369 0.710556 0.753948 0.824437 0.850300 0.900000 0.800000 nan nan nan 
20, 35, 35, 30, 1, simple, 2562, 32, 18196512, 207194, 0.9794, 0.692364 0.710757 0.751636 0.796324 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 35, 50, 1, simple, 2966, 32, 21167532, 208226, 0.9799, 0.699664 0.714406 0.753341 0.796803 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 35, 70, 1, simple, 3323, 31, 23577520, 208462, 0.9803, 0.701995 0.715351 0.753515 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 35, 90, 1, simple, 3700, 33, 25653280, 208540, 0.9808, 0.702682 0.715648 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 35, 110, 1, simple, 4070, 32, 27478076, 208626, 0.981, 0.703041 0.715914 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 40, 10, 1, simple, 973, 30, 7253990, 178490, 0.9667, 0.575460 0.604667 0.651369 0.710556 0.753948 0.824437 0.850300 0.900000 0.800000 nan nan nan 
20, 35, 40, 30, 1, simple, 2444, 33, 18458409, 218210, 0.981, 0.686096 0.710757 0.751636 0.796324 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 40, 50, 1, simple, 3034, 35, 21548134, 219090, 0.9815, 0.691945 0.714406 0.753341 0.796803 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 40, 70, 1, simple, 3456, 46, 24047091, 219320, 0.9817, 0.693648 0.715351 0.753515 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 40, 90, 1, simple, 3921, 32, 26187593, 219384, 0.9822, 0.694179 0.715648 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 40, 110, 1, simple, 4269, 34, 28065128, 219418, 0.9823, 0.694456 0.715914 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 45, 10, 1, simple, 956, 30, 7247392, 183102, 0.9672, 0.576511 0.604667 0.651369 0.710556 0.753948 0.824437 0.850300 0.900000 0.800000 nan nan nan 
20, 35, 45, 30, 1, simple, 2511, 36, 18631824, 227518, 0.9821, 0.681366 0.710750 0.751636 0.796324 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 45, 50, 1, simple, 3082, 33, 21827464, 228340, 0.9823, 0.686113 0.714406 0.753341 0.796803 0.850525 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 45, 70, 1, simple, 3482, 33, 24399288, 228538, 0.9826, 0.687428 0.715351 0.753515 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 45, 90, 1, simple, 3899, 34, 26591174, 228600, 0.9828, 0.687846 0.715648 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 35, 45, 110, 1, simple, 4291, 34, 28508400, 228630, 0.9829, 0.688078 0.715914 0.753727 0.796816 0.850761 0.882467 0.920561 0.900000 0.800000 nan nan nan 
20, 40, 5, 10, 1, simple, 735, 11, 5313879, 69256, 0.3428, 0.335581 0.605008 0.651717 0.708715 0.752637 0.822956 0.850300 0.900000 0.800000 nan nan nan 
20, 40, 5, 30, 1, simple, 1528, 13, 10972482, 88346, 0.4343, 0.412513 0.704110 0.744158 0.788931 0.841176 0.865949 0.920561 0.900000 0.800000 nan nan nan 
20, 40, 5, 50, 1, simple, 1795, 13, 12389464, 90684, 0.484, 0.454975 0.706958 0.745032 0.789220 0.841176 0.865949 0.920561 0.900000 0.800000 nan nan nan 
20, 40, 5, 70, 1, simple, 2047, 13, 13601633, 91526, 0.5153, 0.487678 0.707692 0.745124 0.789220 0.841176 0.865949 0.920561 0.900000 0.800000 nan nan nan 
20, 40, 5, 90, 1, simple, 2212, 14, 14700061, 92392, 0.5336, 0.511747 0.707872 0.745242 0.789220 0.841176 0.865949 0.920561 0.900000 0.800000 nan nan nan 
20, 40, 5, 110, 1, simple, 2448, 16, 15725478, 92550, 0.5364, 0.530769 0.707938 0.745242 0.789220 0.841176 0.865949 0.920561 0.900000 0.800000 nan nan nan 
20, 40, 10, 10, 1, simple, 858, 15, 6307167, 96788, 0.6759, 0.429740 0.605008 0.651717 0.708715 0.752637 0.822956 0.850300 0.900000 0.800000 nan nan nan 
20, 40, 10, 30, 1, simple, 1784, 17, 13113673, 118568, 0.7685, 0.594170 0.704103 0.744158 0.788931 0.841176 0.865949 0.920561 0.900000 0.800000 nan nan nan 
20, 40, 10, 50, 1, simple, 2120, 17, 15016280, 120396, 0.8039, 0.654581 0.706958 0.745032 0.789220 0.841176 0.865949 0.920561 0.900000 0.800000 nan nan nan 
20, 40, 10, 70, 1, simple, 2372, 18, 16620018, 121194, 0.8184, 0.685009 0.707692 0.745124 0.789220 0.841176 0.865949 0.920561 0.900000 0.800000 nan nan nan 
20, 40, 10, 90, 1, simple, 2651, 18, 18044256, 121586, 0.824, 0.703085 0.707872 0.745242 0.789220 0.841176 0.865949 0.920561 0.900000 0.800000 nan nan nan 
20, 40, 10, 110, 1, simple, 2928, 20, 19327796, 121884, 0.8283, 0.712894 0.707938 0.745242 0.789220 0.841176 0.865949 0.920561 0.900000 0.800000 nan nan nan 
